Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
Russia,USA,Proxy War,2010,617,4949,45266,113862,318.51,28.7,522.5,Desert,58.8,8.1,8728.3,11004.4,NATO,NATO,Cyber,1026,21,Yes,6.74,No,Stalemate,0.748,103.897,Tropical,,0,1,0,1,1,0,0,0,1,164077,0.693954667625566,84.16666666666667,5588.395061728395,1,-1,1,0,1,0.016141227505612515,1,1,1,1,1,1,1,1,1,1,68,1,0,1
India,Russia,Cold Conflict,1968,319,22158,33150,185575,323.47,21.0,2940.2,Forest,1223.8,339.2,18099.6,24799.2,,Regional,Cyber,2683,2,No,9.66,Yes,Stalemate,-23.6,28.034,Temperate,Water,0,1,0,1,1,0,0,1,1,240883,0.7703947559603626,18.105899656806667,97.72995283018868,1,1,1,1,1,0.007540304157692057,1,1,1,1,-1,1,0,1,1,1,21,1,0,1
France,Canada,Proxy War,1997,1593,10966,14130,181447,175.03,18.7,475.1,Desert,1014.0,126.1,20312.9,5215.9,Regional,,Cyber,2939,65,Yes,13.0,No,Victory_A,65.031,146.217,Tropical,,0,1,0,1,0,0,0,1,1,206543,0.8784950349321933,10.814595660749507,112.05392545598731,1,1,1,1,1,0.0068561781203973545,1,1,1,1,1,1,1,1,1,1,24,1,0,1
Israel,India,Civil War,1976,1284,11095,21973,91484,261.19,19.3,68.8,Forest,7.1,29.9,3422.1,6872.0,,NATO,Mixed,2274,67,Yes,17.94,Yes,Victory_A,-28.697,146.063,Polar,Land,0,1,0,1,1,0,0,1,1,124552,0.7345044639989723,1562.6760563380283,734.8829431438128,1,-1,1,0,0,0.025372786353348033,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Japan,UK,Civil War,2012,645,35054,49382,50849,8.12,16.2,1320.3,Urban,108.7,558.6,12850.8,17780.3,,NATO,Nuclear,2160,152,Yes,0.66,No,Victory_B,-48.635,-76.462,Tropical,Water,0,1,0,1,1,0,0,0,1,135285,0.37586576486676276,322.4839006439742,88.4031507339778,1,1,1,1,1,0.0002650900555317961,1,1,1,1,1,1,1,1,1,1,25,1,0,1
USA,Germany,Proxy War,1982,336,37216,49312,97429,377.77,-5.9,2752.4,Forest,1353.6,962.6,22899.1,21845.1,Regional,Regional,Mixed,4821,113,No,3.44,No,Victory_A,-71.763,-7.122,Arid,Land,0,1,0,1,0,0,0,1,1,183957,0.5296292068255082,27.494089834515368,51.22792437149387,1,1,1,1,1,0.008442881982469237,1,1,1,1,1,1,1,1,1,1,28,1,0,1
USA,Canada,Proxy War,1959,1577,26680,18695,191560,4.85,-6.5,2686.0,Urban,845.6,137.3,9942.0,23890.1,Regional,,Conventional,3507,121,Yes,0.47,No,Victory_B,31.328,102.37,Arid,Land,0,1,0,1,0,0,0,1,1,236935,0.8084917804461139,31.551561021759696,136.1616897305171,1,1,1,1,1,0.00014335497944260037,1,1,1,1,1,1,1,1,1,1,46,1,0,1
Iran,India,Civil War,1979,1526,34327,9840,110037,479.51,7.9,2726.3,Desert,1139.1,267.7,14118.5,5065.8,NATO,Regional,Nuclear,803,134,Yes,10.58,No,Victory_A,-17.256,143.38,Arid,Land,0,1,0,1,1,0,0,1,1,154204,0.7135807112655962,30.135194451760164,36.75756443780352,1,1,1,1,1,0.02499491771917662,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Israel,China,Proxy War,1997,514,21906,21847,40194,291.81,30.4,394.2,Forest,488.4,1041.7,17109.5,4634.6,Regional,NATO,Cyber,1479,122,Yes,2.85,No,Stalemate,-80.683,-2.113,Polar,Land,0,1,0,1,1,0,0,1,1,83947,0.47880210132583656,44.85257985257986,20.97244888163579,1,1,1,1,1,0.013420192144075865,1,1,1,1,1,1,1,1,1,1,28,1,0,1
Russia,USA,Civil War,2003,242,48490,8073,141270,421.76,-6.0,999.1,Desert,720.8,957.8,8905.2,1503.0,NATO,,Mixed,1703,18,Yes,17.68,No,Victory_A,-25.142,43.258,Temperate,Land,0,1,0,1,0,0,0,0,1,197833,0.7140871340979513,67.27247502774695,8.42869074963458,1,1,1,1,1,0.0405218961972291,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
USA,Brazil,War,1955,149,14657,15433,112414,180.68,-7.4,1756.0,Urban,1388.8,1154.7,178.3,6906.3,Regional,NATO,Nuclear,4316,174,Yes,15.21,No,Stalemate,56.006,29.801,Polar,Oil,0,1,0,1,0,0,0,1,1,142504,0.7888480323359345,10.55371543778802,13.365376288213389,1,1,1,1,1,0.025503204132908,-1,1,0,0,1,1,1,1,1,1,97,1,0,1
Israel,Germany,Proxy War,2022,757,17664,38858,192839,187.39,21.4,2266.6,Mountain,194.4,7.0,13791.6,17115.9,,,Conventional,4686,170,No,9.12,Yes,Victory_B,-20.739,18.138,Polar,Land,0,1,0,1,1,0,0,1,1,249361,0.7733326382232988,90.86419753086419,5551.142857142857,1,-1,1,0,0,0.006062929709617406,1,1,1,1,1,1,1,1,1,1,72,1,0,1
Japan,Japan,War,1951,1874,13193,32411,153602,8.51,5.3,2023.5,Urban,1298.0,1146.3,13897.4,17705.2,,Regional,Cyber,4908,140,No,17.69,Yes,Victory_A,23.623,35.385,Temperate,,0,1,0,1,0,0,0,1,1,199206,0.7710711524753271,10.164098613251156,28.274448224723024,1,1,1,1,1,0.00026928164138393675,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Japan,Ukraine,Skirmish,2021,1417,43268,28307,191426,127.25,-7.1,282.5,Forest,1253.4,971.2,24754.4,7794.4,Regional,NATO,Conventional,1849,96,Yes,18.79,No,Stalemate,68.395,161.923,Tropical,Oil,0,1,0,1,0,0,0,1,1,263001,0.7278527458070502,34.52050422849848,29.14641680395387,1,1,1,1,1,0.003909514329253305,1,1,1,1,1,1,1,1,1,1,24,1,0,1
Iran,Japan,War,1968,1562,28104,158,56222,294.09,-8.2,120.4,Forest,978.5,145.4,3533.5,23457.4,NATO,,Mixed,450,33,Yes,10.05,Yes,Victory_A,54.221,-69.053,Polar,Land,0,1,0,1,0,0,0,1,1,84484,0.6654751195492637,28.721512519161983,1.0866574965612104,1,1,1,1,1,0.010895894542234604,1,1,1,1,1,-1,1,0,1,1,35,1,0,1
Turkey,Turkey,Cold Conflict,1976,594,20571,2736,25487,378.17,23.4,2759.7,Plains,645.2,220.7,9610.5,11386.6,NATO,Regional,Mixed,1259,109,No,13.06,No,Stalemate,0.163,30.734,Polar,Oil,0,1,0,1,0,0,0,1,1,48794,0.5223388121490348,31.88313701177929,12.396918894426824,1,1,1,1,1,0.018010582413761904,1,1,1,1,1,1,1,1,1,1,21,1,0,1
India,India,Proxy War,1950,1619,26384,30735,139271,206.71,4.9,1467.9,Desert,609.3,1249.2,14315.7,2153.3,,Regional,Nuclear,1003,24,No,1.22,Yes,Stalemate,-6.543,-51.672,Polar,Oil,0,1,0,1,1,0,0,1,1,196390,0.7091552523040888,43.30215000820614,24.603746397694522,1,1,1,1,1,0.012551460319387942,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Russia,Brazil,War,1957,561,9566,45538,135925,264.67,2.9,2626.6,Forest,84.0,1105.6,19180.9,8823.6,,Regional,Cyber,4888,176,No,12.65,Yes,Stalemate,45.282,44.575,Arid,Water,0,1,0,1,1,0,0,1,1,191029,0.7115411796114726,113.88095238095238,41.18849493487699,1,1,1,1,1,0.009450981092324449,1,1,1,1,1,1,1,1,1,1,73,1,0,1
Australia,Germany,Proxy War,1984,407,32119,48664,145882,263.3,30.6,525.4,Mountain,39.5,481.5,19747.1,21711.9,NATO,Regional,Cyber,1072,108,No,4.29,Yes,Victory_A,60.534,80.547,Polar,,0,1,0,1,0,0,0,1,1,226665,0.6436017911896411,813.1392405063291,101.067497403946,1,1,1,1,1,0.006350852649605635,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Japan,Ukraine,Cold Conflict,2016,15,43282,43894,114140,336.17,12.8,728.5,Desert,1296.5,1331.0,13579.3,7955.4,NATO,Regional,Nuclear,1739,131,No,19.77,No,Victory_B,36.238,-79.092,Temperate,,0,1,0,1,0,0,0,1,1,201316,0.5669693417314073,33.38372541457771,32.978211870773855,1,1,1,1,1,0.015610619140271285,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Israel,Brazil,Proxy War,2004,259,22854,37655,6848,8.89,10.2,32.7,Forest,186.6,226.4,317.0,17269.4,Regional,Regional,Conventional,4812,13,Yes,15.53,No,Victory_A,37.88,-111.459,Temperate,Water,0,1,0,1,0,0,0,1,1,67357,0.10166723577356473,122.47588424437299,166.32067137809187,1,1,1,1,1,0.0005055042532866305,-1,1,0,0,-1,1,0,1,1,1,5,1,0,1
Canada,Turkey,War,1995,1283,32656,25884,77801,308.46,-4.3,1464.2,Forest,541.2,522.1,7340.1,16481.0,NATO,Regional,Conventional,1568,7,Yes,8.18,Yes,Stalemate,-73.254,14.38,Tropical,Land,0,1,0,1,0,0,0,1,1,136341,0.5706353921417622,60.339985218033995,49.57670944263551,1,1,1,1,1,0.012949024184441525,1,1,1,1,1,1,1,1,1,1,39,1,0,1
Turkey,Israel,Proxy War,1997,1880,3829,2681,49097,241.29,16.8,1235.0,Urban,731.7,533.3,16822.2,13427.7,,NATO,Mixed,4575,110,Yes,9.81,No,Victory_B,67.321,-171.917,Temperate,,0,1,0,1,0,0,0,0,1,55607,0.8829284082939198,5.233018996856635,5.027189199324958,-1,1,0,1,1,0.007976555294397667,1,1,1,1,1,1,1,1,-1,0,1,1,0,1
UK,Ukraine,Civil War,1988,1069,47268,30384,102664,486.97,24.6,27.8,Mountain,376.0,1021.8,20063.5,724.6,NATO,NATO,Nuclear,1711,79,Yes,5.07,No,Victory_A,-10.313,150.695,Polar,Land,0,1,0,1,0,0,0,1,1,180316,0.5693560194325518,125.7127659574468,29.735760422783326,1,1,1,1,1,0.02342542127467157,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
France,Israel,Skirmish,1998,813,8719,25191,133104,475.49,6.7,1873.2,Forest,1135.4,720.0,3099.1,2063.7,,Regional,Cyber,3527,86,Yes,18.5,Yes,Victory_A,0.523,15.155,Temperate,Water,0,1,0,1,0,0,0,1,1,167014,0.7969631288394985,7.679231988726439,34.9875,1,1,1,1,1,0.09209924846982259,1,-1,1,1,1,1,1,1,1,1,21,1,0,1
Australia,Brazil,Civil War,1987,331,38978,30635,121348,397.88,12.5,140.3,Plains,1220.0,1340.5,12798.6,2222.3,,Regional,Cyber,3868,37,No,11.05,Yes,Stalemate,-37.572,-64.101,Polar,Land,0,1,0,1,0,0,0,1,1,190961,0.6354595964621048,31.949180327868852,22.853412905632226,1,1,1,1,1,0.026488426126264068,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Ukraine,Canada,Civil War,1989,1425,44393,33800,44400,447.98,2.2,735.4,Urban,856.1,772.4,23384.7,997.3,NATO,Regional,Cyber,3644,124,No,18.02,No,Stalemate,12.056,-7.249,Tropical,,0,1,0,1,0,0,0,1,1,122593,0.36217402298663054,51.85492349024646,43.759709994821335,1,1,1,1,1,0.01837339020588959,-1,1,0,0,-1,1,0,1,1,1,6,1,0,1
Israel,USA,Cold Conflict,1958,1717,4350,25668,7362,326.04,-7.6,243.6,Urban,625.3,837.2,21860.2,468.6,Regional,,Mixed,4496,99,Yes,7.79,Yes,Victory_A,64.951,-9.463,Polar,Oil,0,1,0,1,0,0,0,0,1,37380,0.1969502407704655,6.95666080281465,30.659340659340657,1,1,1,1,1,0.014601769911504426,1,1,1,1,-1,1,0,1,1,1,61,1,0,1
Germany,Australia,Cold Conflict,1982,1439,15472,48976,30403,354.11,12.9,2669.2,Plains,1226.6,440.7,13885.1,21015.2,Regional,NATO,Nuclear,1323,144,No,13.04,Yes,Victory_B,65.08,-56.978,Temperate,Land,0,1,0,1,0,0,0,0,1,94851,0.32053431170994506,12.613729007011251,111.13228953936918,1,1,1,1,1,0.010146331120362862,1,1,1,1,1,1,1,1,1,1,16,1,0,1
Iran,Germany,Civil War,1970,1815,44965,31848,16242,282.01,14.1,2851.9,Desert,1281.4,274.0,10594.8,17584.5,NATO,,Nuclear,3517,88,Yes,7.69,No,Victory_B,-39.006,-68.398,Arid,Water,0,1,0,1,0,0,0,1,1,93055,0.17454193756380634,35.090525987201495,116.23357664233576,1,1,1,1,1,0.010007700688093743,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Canada,China,Civil War,1959,328,26968,32715,188347,305.7,30.7,1932.8,Desert,1260.5,495.5,15853.7,11882.9,NATO,NATO,Conventional,199,95,No,7.31,Yes,Stalemate,67.821,-107.783,Temperate,Water,0,1,0,1,1,0,0,1,1,248030,0.7593718501794138,21.39468464894883,66.0242179616549,1,1,1,1,1,0.011021538328418047,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Australia,India,War,2014,320,28575,45804,78761,335.01,31.6,71.0,Mountain,841.4,37.0,11909.1,9463.8,,,Mixed,3931,123,No,17.88,Yes,Stalemate,-72.068,70.849,Temperate,Water,0,1,0,1,1,0,0,0,1,153140,0.5143071699098863,33.961255051105304,1237.945945945946,1,1,1,1,1,0.01567452240921915,1,1,1,1,1,1,1,1,1,1,15,1,0,1
China,Turkey,Skirmish,2006,399,2533,3746,141417,122.62,29.4,1932.0,Urban,178.5,347.6,18812.9,1838.8,NATO,Regional,Mixed,3758,140,No,11.72,No,Victory_B,58.725,106.351,Temperate,Oil,0,1,0,1,1,0,0,1,1,147696,0.9574870003249919,14.19047619047619,10.77675489067894,1,1,1,1,1,0.005937525724274515,1,1,1,1,1,1,1,1,1,1,74,1,0,1
Israel,UK,Cold Conflict,1957,105,44443,26006,115157,260.75,12.2,62.9,Mountain,733.2,436.4,16585.9,1608.4,Regional,,Nuclear,2843,20,No,2.69,Yes,Victory_A,48.947,75.453,Arid,,0,1,0,1,0,0,0,1,1,185606,0.6204379168776871,60.61511183851609,59.59211732355637,1,1,1,1,1,0.014331411486014849,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Brazil,Brazil,Proxy War,1960,660,9050,9245,87563,222.02,6.6,1499.0,Plains,532.7,680.3,20144.0,6305.4,Regional,NATO,Nuclear,2578,2,Yes,14.0,No,Victory_B,39.657,-112.129,Polar,Oil,0,1,0,1,0,0,0,1,1,105858,0.8271741389408452,16.98892434766285,13.589592826694107,1,1,1,1,1,0.008394141265964446,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Germany,UK,Civil War,1974,599,32199,2902,98793,357.75,-6.1,1548.9,Plains,424.1,570.2,15920.8,7331.6,,NATO,Mixed,813,81,No,17.66,Yes,Victory_A,7.822,7.23,Arid,Oil,0,1,0,1,0,0,0,1,1,133894,0.7378448623538023,75.92313133694883,5.089442300947035,1,1,1,1,1,0.015385508592661402,1,1,1,1,1,1,1,1,1,1,75,1,0,1
France,UK,Civil War,2011,1794,47558,6205,51765,330.61,24.9,2700.5,Desert,967.0,805.2,2356.9,22974.9,NATO,,Cyber,2580,17,No,16.32,Yes,Stalemate,61.702,59.793,Temperate,,0,1,0,1,0,0,0,1,1,105528,0.49053331817148055,49.18097207859359,7.70615996025832,1,1,1,1,1,0.01305118467696729,1,1,1,1,1,1,1,1,1,1,76,1,0,1
Ukraine,USA,Proxy War,2005,486,18494,36641,180888,127.48,16.1,1359.4,Plains,848.7,561.7,212.1,21190.7,Regional,Regional,Conventional,532,148,Yes,10.74,No,Stalemate,32.811,54.123,Temperate,Water,0,1,0,1,0,0,0,1,1,236023,0.766399884756994,21.790974431483445,65.23233042549403,1,1,1,1,1,0.00595623002597791,-1,1,0,0,1,1,1,1,1,1,66,1,0,1
Germany,Ukraine,Proxy War,2001,271,21452,5716,51102,413.36,31.8,526.2,Urban,566.7,640.5,8223.1,7152.9,,,Nuclear,3597,125,Yes,18.48,No,Victory_A,73.725,92.012,Temperate,Water,0,1,0,1,0,0,0,1,1,78270,0.6528938290532771,37.854243868007764,8.924277907884465,1,1,1,1,1,0.026883454734651407,1,1,1,1,1,1,1,1,1,1,37,1,0,1
Canada,Japan,Skirmish,2001,1277,39486,28092,80492,204.36,2.0,2249.9,Forest,282.6,492.7,10269.8,20071.9,Regional,,Mixed,4618,120,No,6.85,Yes,Victory_B,28.639,101.474,Tropical,Water,0,1,0,1,0,0,0,1,1,148070,0.5436077530897548,139.72399150743098,57.016440024355596,1,1,1,1,1,0.00673528510268047,1,1,1,1,1,1,1,1,1,1,46,1,0,1
Russia,China,Skirmish,1971,60,20068,15424,14475,79.11,18.0,1259.9,Mountain,1329.4,114.3,19.8,20236.5,Regional,NATO,Nuclear,1377,189,Yes,18.1,No,Stalemate,-79.233,91.773,Arid,Land,0,1,0,1,1,0,0,1,1,49967,0.2896911961894851,15.095531818865652,134.94313210848645,1,1,1,1,0,0.0039054516372684055,-1,1,0,0,1,-1,1,0,1,1,52,1,0,1
Iran,India,Proxy War,2005,220,8639,32728,77397,392.47,7.7,2556.3,Mountain,796.2,969.0,7881.1,14448.1,NATO,NATO,Nuclear,4606,99,Yes,0.26,Yes,Victory_B,-75.692,-144.023,Temperate,,0,1,0,1,1,0,0,1,1,118764,0.6516873800141457,10.850288872142677,33.7750257997936,1,1,1,1,1,0.017576536553033695,1,1,1,1,1,1,1,1,-1,0,60,1,0,1
Russia,Turkey,Proxy War,2007,1465,1363,9660,72367,37.49,15.4,2314.1,Urban,159.3,69.1,14194.0,6750.0,,,Conventional,211,152,No,10.47,No,Victory_B,1.472,40.761,Arid,Land,0,1,0,1,1,0,0,1,1,83390,0.8678138865571411,8.556183301946014,139.7973950795948,1,1,1,1,1,0.0017900114591291063,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Israel,Japan,Skirmish,1961,1907,24498,41198,81149,337.43,-6.4,824.9,Plains,204.0,1337.2,23251.3,18999.1,NATO,,Mixed,2672,199,Yes,13.55,Yes,Victory_A,-21.52,16.705,Arid,Oil,0,1,0,1,0,0,0,1,1,146845,0.5526167046886172,120.08823529411765,30.809153454980557,1,1,1,1,1,0.007986433264537142,1,1,1,1,1,1,1,1,1,1,72,1,0,1
Ukraine,Germany,Proxy War,2004,564,32180,39335,158613,122.98,1.3,1959.9,Forest,271.6,272.0,9235.6,14638.2,NATO,NATO,Cyber,344,147,No,12.79,Yes,Victory_B,-74.622,31.746,Tropical,Water,0,1,0,1,0,0,0,1,1,230128,0.6892381631092261,118.48306332842414,144.6139705882353,1,1,1,1,1,0.005151253675577411,1,1,1,1,1,1,1,1,1,1,77,1,0,1
Iran,France,Proxy War,2011,1596,10365,21425,163474,336.97,-5.9,2911.4,Urban,915.1,761.3,5273.6,3233.4,,Regional,Nuclear,3082,44,Yes,1.96,No,Victory_A,48.593,99.914,Polar,Oil,0,1,0,1,0,0,0,1,1,195264,0.8371947722058342,11.326630969292973,28.142650729016157,1,1,1,1,1,0.03961090866345363,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Japan,Ukraine,Skirmish,1951,231,29489,16557,63677,240.8,29.8,2306.1,Forest,1385.6,305.5,13591.9,22561.2,,,Nuclear,2748,97,Yes,10.0,No,Victory_B,-15.566,149.252,Arid,Water,0,1,0,1,0,0,0,0,1,109723,0.5803432279467386,21.28247690531178,54.196399345335514,1,1,1,1,1,0.006660562994597974,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Russia,Japan,Proxy War,1977,246,10985,15228,72893,118.86,8.2,1944.3,Mountain,1325.4,832.9,15952.5,22326.7,Regional,,Cyber,3079,28,Yes,6.09,No,Stalemate,17.024,26.142,Tropical,Land,0,1,0,1,0,0,0,1,1,99106,0.7355054184408613,8.288063980685076,18.283107215752192,1,1,1,1,1,0.003105080565947042,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Israel,France,Skirmish,2009,111,7534,18380,182435,171.3,-5.6,1686.7,Plains,969.5,335.0,22216.7,11612.3,,Regional,Nuclear,1567,149,Yes,8.16,No,Victory_B,59.042,-115.233,Tropical,Water,0,1,0,1,0,0,0,1,1,208349,0.8756221532140783,7.771015987622486,54.865671641791046,1,1,1,1,1,0.005063702740252447,1,1,1,1,1,1,1,1,1,1,9,1,0,1
Ukraine,Germany,Civil War,1976,234,30128,39527,29301,283.76,33.9,2284.5,Mountain,573.0,1164.6,23802.9,11134.3,Regional,Regional,Cyber,1975,194,Yes,18.87,No,Victory_A,11.041,-61.162,Polar,,0,1,0,1,0,0,0,0,1,98956,0.29610129754638426,52.57940663176265,33.94040872402542,1,1,1,1,1,0.00812200176316362,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Ukraine,Germany,Cold Conflict,1991,678,8856,6761,52670,89.69,-6.6,936.9,Plains,275.2,1036.1,6020.2,2512.1,NATO,,Nuclear,236,75,No,14.54,No,Victory_A,60.85,-130.697,Temperate,Water,0,1,0,1,0,0,0,1,1,68287,0.7713034691815426,32.18023255813954,6.525431908116977,1,1,1,1,1,0.010511819790677779,1,1,1,1,1,1,1,1,1,1,5,1,0,1
USA,Iran,Cold Conflict,1961,1152,46426,12516,10090,41.19,-3.1,685.8,Plains,572.8,712.0,20922.4,11624.6,NATO,Regional,Cyber,463,196,No,0.22,Yes,Victory_B,75.869,61.152,Polar,,0,1,0,1,0,0,0,1,1,69032,0.14616409780971143,81.05097765363129,17.578651685393258,1,1,1,1,1,0.0012655544289796295,1,1,1,1,1,1,1,1,1,1,58,1,0,1
Brazil,China,Civil War,1972,803,34292,41482,137091,212.25,3.2,2033.2,Forest,505.2,310.6,8883.5,7940.5,,NATO,Mixed,929,2,No,7.15,No,Victory_A,68.72,-96.745,Temperate,Oil,0,1,0,1,1,0,0,0,1,212865,0.6440279050102178,67.87806809184481,133.55441081777204,1,1,1,1,1,0.012615905848787447,1,1,1,1,1,1,1,1,1,1,20,1,0,1
USA,USA,Civil War,2021,619,4223,35300,13212,271.38,29.0,561.7,Mountain,904.3,1398.2,253.2,11724.2,,NATO,Cyber,1886,3,No,12.64,No,Stalemate,-74.789,-135.301,Polar,,0,1,1,1,0,1,0,1,1,52735,0.250535697354698,4.669910427955325,25.246745816049206,1,1,1,1,1,0.02265767194883697,1,1,1,1,1,1,1,1,-1,0,60,1,0,1
Ukraine,Germany,Cold Conflict,1954,475,42819,37796,5087,191.19,0.5,2003.9,Mountain,534.1,51.9,9544.6,5294.4,,Regional,Conventional,1212,98,Yes,8.53,No,Stalemate,-27.297,151.232,Tropical,Water,0,1,0,1,1,0,0,1,1,85702,0.0593568411472311,80.17038007863695,728.2466281310212,1,1,1,1,1,0.012884291394298806,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Israel,China,Civil War,1977,395,41851,44408,87964,483.14,33.7,2822.8,Forest,1390.7,1004.1,23904.6,10151.0,,NATO,Conventional,4052,82,No,11.48,Yes,Victory_A,55.916,133.145,Arid,Oil,0,1,0,1,1,0,0,1,1,174223,0.5048931541759699,30.093478104551664,44.22667065033363,1,1,1,1,1,0.01418680040874335,1,1,1,1,1,1,1,1,1,1,51,1,0,1
Turkey,China,Proxy War,1996,90,17793,40705,92212,493.44,13.0,2388.9,Desert,928.1,1184.4,6315.5,8307.7,NATO,Regional,Nuclear,757,199,No,13.42,No,Victory_B,-29.291,28.072,Temperate,Oil,0,1,0,1,1,0,0,1,1,150710,0.6118505739499701,19.17142549294257,34.367612293144205,1,1,1,1,1,0.03374364024290169,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Ukraine,Ukraine,Civil War,1988,1125,32433,42777,89602,158.24,4.2,2242.7,Plains,96.1,145.7,10563.2,1938.3,Regional,Regional,Mixed,3258,134,No,10.68,Yes,Victory_B,-13.31,142.549,Temperate,Water,0,1,1,0,0,0,0,1,1,164812,0.543661869281363,337.49219562955255,293.5964310226493,1,1,1,1,1,0.012657681078270607,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Russia,Brazil,Skirmish,2001,457,45506,15164,147628,169.12,30.1,2603.1,Urban,144.1,281.5,11650.9,21309.8,Regional,NATO,Mixed,82,184,No,7.27,No,Victory_B,70.619,-140.439,Tropical,,0,1,0,1,0,0,0,0,1,208298,0.7087346013883955,315.79458709229704,53.86856127886323,1,1,1,1,1,0.0051309589905554195,1,1,1,1,1,1,1,1,1,1,7,1,0,1
Russia,Germany,War,1982,1465,41570,31215,169506,61.4,31.2,2927.0,Forest,115.2,1251.7,7776.9,18537.8,NATO,Regional,Conventional,3762,84,Yes,1.47,Yes,Victory_B,-68.677,58.255,Arid,,0,1,0,1,1,0,0,1,1,242291,0.6995967658724427,360.85069444444446,24.938084205480546,1,1,1,1,1,0.002333296598479177,1,1,1,1,1,1,1,1,1,1,15,1,0,1
India,Ukraine,Cold Conflict,1991,98,43632,32052,97279,148.13,8.8,2857.1,Plains,1274.6,1399.7,13691.0,13485.3,NATO,,Conventional,1400,36,Yes,17.08,No,Victory_B,-75.118,57.778,Polar,,0,1,0,1,1,0,0,1,1,172963,0.5624266461613178,34.2319158951828,22.899192684146602,1,1,1,1,1,0.005450705210054349,1,1,1,1,1,1,1,1,1,1,15,1,0,1
China,Canada,War,1957,293,14319,34354,24298,151.09,-2.6,1265.1,Plains,160.5,867.9,15354.0,3808.9,NATO,NATO,Nuclear,2872,137,No,16.1,Yes,Victory_B,8.334,-63.672,Polar,Oil,0,1,0,1,1,0,0,1,1,72971,0.33298159542832084,89.21495327102804,39.58290125590506,1,1,1,1,1,0.007884505998570154,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Turkey,Russia,Skirmish,1972,1840,1717,37549,177284,357.01,9.6,328.6,Plains,797.8,1116.6,19420.2,19507.2,,NATO,Mixed,1337,154,No,15.92,Yes,Victory_A,-72.02,-60.476,Tropical,Oil,0,1,0,1,0,0,0,0,1,216550,0.8186746709766798,2.1521684632740037,33.62797778971879,1,1,1,1,1,0.009171175059212791,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Japan,Russia,Cold Conflict,2013,1735,43116,44358,173812,306.06,18.4,742.6,Forest,1059.8,974.9,1047.8,10592.6,Regional,,Mixed,3224,115,No,7.15,Yes,Victory_A,38.875,124.666,Polar,,0,1,0,1,0,0,0,0,1,261286,0.6652174245845549,40.68314776372901,45.50005128731152,1,1,1,1,1,0.026292910896532767,1,1,1,1,1,1,1,1,1,1,57,1,0,1
USA,India,Civil War,1957,149,18059,11823,127017,175.44,30.0,2345.5,Desert,27.1,247.4,23103.8,193.4,NATO,NATO,Nuclear,3527,113,No,13.0,Yes,Victory_A,55.363,82.066,Polar,,0,1,0,1,1,1,0,1,1,156899,0.8095462686186655,666.3837638376383,47.78900565885206,1,1,1,1,1,0.00753051868894116,-1,1,0,0,-1,1,0,1,1,1,0,1,0,1
